"CONTENT_ID","DO_NM","FACLT_DIV_NM","FACLT_NM","INDUTY","LCT_CL","MANAGE_STTUS","OPER_PD_CL","ROOM_COUNT","SBRS_CL","SIGUNGU_NM","SITE_BOTTOM_CL1","SITE_BOTTOM_CL2","SITE_BOTTOM_CL3","SITE_BOTTOM_CL4","SITE_BOTTOM_CL5"
2808,"경상남도","민간","지리산 숲속의 쉼터","일반야영장","산,숲,계곡","운영","봄,여름,가을","12","전기,온수,물놀이장,놀이터,운동시설","산청군","0","0","12","0","0"
2809,"전라남도","민간","지리산반내골오토캠핑장","일반야영장,카라반","산,숲,계곡","운영","봄,여름,가을,겨울","35","전기,무선인터넷,장작판매,온수,물놀이장,운동시설","구례군","0","10","25","0","0"
2810,"경상남도","민간","백무동파크펜션&글램핑야영장","일반야영장,글램핑","산","운영","봄,여름,가을,겨울","30","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장","함양군","0","0","20","0","0"
2811,"전라북도","민간","지리산산내들펜션야영장","일반야영장","산,숲,계곡","운영","봄,여름,가을","30","전기,장작판매,온수,놀이터","남원시","0","30","0","0","0"
2812,"경상남도","민간","지리산오도재힐링캠핑장","일반야영장","산,숲,계곡","운영","봄,여름,가을","21","전기,장작판매,온수,놀이터","함양군","0","21","0","0","0"
2813,"전라남도","민간","지리산오토캠핑장 (호호당)","일반야영장","산","운영","봄,여름,가을,겨울","31","전기,장작판매,온수,놀이터,산책로,운동장,마트.편의점","구례군","0","31","0","0","0"
2815,"전라북도","민간","지리산천왕봉야영장","일반야영장","산,숲,계곡","운영","봄,여름,가을,겨울","25","전기,장작판매,온수,놀이터,운동시설","남원시","0","25","0","0","0"
2822,"경기도","민간","지지밸리야영장","자동차야영장","산,숲,계곡","운영","봄,여름,가을","20","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설","가평군","0","20","0","0","0"
2823,"충청남도","민간","진경원민박캠핑장","일반야영장","숲","운영","봄,여름,가을,겨울","16","전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장","당진시","16","0","0","0","0"
2824,"강원도","민간","진고개계곡야영장","자동차야영장","계곡","운영","봄,여름,가을,겨울","20","전기,장작판매,온수","강릉시","0","0","20","0","0"
2825,"전라남도","지자체","진도풍경오토캠핑장","일반야영장","산,계곡","운영","봄,여름,가을,겨울","14","전기,무선인터넷,장작판매,온수,놀이터,운동시설","진도군","0","0","14","0","0"
2828,"강원도","민간","진밭골향기관광농원 야영장","자동차야영장","숲,계곡","운영","봄,여름,가을,겨울","30","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","원주시","0","30","0","0","0"
2830,"경상남도","민간","진북 편백골 관광농원 캠핑장","일반야영장,자동차야영장","산,숲","운영","봄,여름,가을,겨울","59","전기,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","창원시","0","59","0","0","0"
2831,"충청남도","지자체","대둔산자연휴양림캠핑장","일반야영장,카라반,글램핑","산","운영","봄,여름,가을,겨울","8","전기,장작판매,온수,물놀이장,놀이터,산책로","금산군","0","0","0","0","0"
2833,"전라북도","민간","진안국제 캠핑장","일반야영장","산,계곡,호수","운영","봄,여름,가을,겨울","65","전기,무선인터넷,장작판매,온수,물놀이장,운동시설,덤프스테이션","진안군","0","0","65","0","0"
284,"경상북도","민간","고향펜션캠핑","일반야영장","산,숲,계곡","운영","봄,여름,가을,겨울","14","전기,무선인터넷,장작판매,온수,물놀이장,놀이터","봉화군","0","0","14","0","0"
2841,"경기도","민간","집보다 캠핑장","일반야영장","","운영","","0","","안성시","0","0","0","0","0"
2842,"경기도","민간","짱아 야영장","일반야영장","산,숲","운영","봄,여름,가을,겨울","40","전기,무선인터넷,장작판매,트렘폴린,물놀이장,놀이터,산책로,운동시설","남양주시","0","0","0","0","0"
2843,"강원도","민간","쪽빛하늘 캠핑장","자동차야영장,카라반","계곡","운영","봄,여름,가을","25","전기,장작판매,온수,물놀이장,놀이터,운동시설","평창군","0","20","0","0","0"
2848,"충청남도","민간","참숯골","일반야영장","숲","운영","봄,여름,가을,겨울","15","전기,무선인터넷,장작판매,온수,물놀이장,운동시설","당진시","5","10","0","0","0"
2851,"경상남도","민간","창원휴양림 오토캠핑장","일반야영장","산,숲","운영","봄,여름,가을,겨울","120","전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","창원시","0","116","4","0","0"
2852,"경기도","민간","더세븐글램핑카라반","카라반","숲","운영","봄,여름,가을,겨울","30","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","포천시","0","0","10","0","0"
2853,"충청북도","민간","단양 천동계곡 캠핑장 그린농원","일반야영장","","운영","봄,여름,가을","0","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설","단양군","0","0","0","0","0"
2854,"충청북도","지자체","천동오토캠핑장","일반야영장,자동차야영장","산,숲,계곡","운영","봄,여름,가을,겨울","39","전기,온수,물놀이장,놀이터,산책로,운동장,운동시설","단양군","0","70","0","0","0"
2856,"충청북도","민간","천등산캠핑장","일반야영장,자동차야영장","계곡,강","운영","봄,여름,가을,겨울","60","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,마트.편의점","충주시","0","60","0","0","0"
2857,"울산시","민간","천리안 캠프힐","일반야영장,자동차야영장","산,숲","운영","봄,여름,가을,겨울","44","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","울주군","0","33","11","0","0"
2860,"경상북도","민간","천문대 별빛정원","일반야영장","","운영","봄,여름,가을,겨울","10","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점","영천시","0","10","0","0","0"
2861,"경상남도","민간","천문대오토캠핑장","일반야영장","","운영","","0","전기,물놀이장,운동시설","김해시","0","0","0","0","0"
2865,"경기도","민간","천사봉 오토 캠핑장","자동차야영장","산,계곡","운영","봄,여름,가을","22","전기,장작판매,온수","양평군","22","0","0","0","0"
2867,"충청남도","민간","천안OK캠핑","일반야영장","산,강","운영","봄,여름,가을,겨울","4","전기,장작판매,온수,트렘폴린,물놀이장,운동시설","천안시","0","4","0","0","0"
2872,"경상남도","민간","천태산 오토캠핑장","일반야영장","산,숲","운영","봄,여름,가을,겨울","8","전기,장작판매,온수","양산시","0","0","0","0","0"
2873,"경상남도","지자체","천하마을야영장","일반야영장","해변,숲","운영","봄,여름,가을,겨울","17","전기,무선인터넷,장작판매,물놀이장,마트.편의점","남해군","0","13","0","0","0"
2874,"경상남도","민간","천하장사골야영장","일반야영장","","운영","봄,여름,가을,겨울","10","전기,온수,물놀이장,놀이터,산책로,운동장","의령군","0","6","4","0","0"
2876,"강원도","민간","철원가산농원캠핑장","일반야영장,자동차야영장,카라반","숲","운영","봄,여름,가을,겨울","80","전기,온수,물놀이장,놀이터,운동시설","철원군","0","0","0","0","0"
2877,"강원도","지자체","유곡리 평화마을 캠핑장","자동차야영장","","운영","","0","전기,온수,산책로,마트.편의점","철원군","0","0","0","0","0"
2879,"전라남도","민간","첫마을 관광타운","일반야영장,카라반","섬,계곡","운영","봄,여름,가을,겨울","18","전기,장작판매,온수,물놀이장,놀이터,마트.편의점","완도군","0","0","10","0","0"
2880,"강원도","민간","첫물내기 캠핑장","일반야영장,자동차야영장","산,계곡","운영","봄,여름,가을","15","전기,무선인터넷,장작판매,온수,산책로,마트.편의점","영월군","0","15","0","0","0"
2881,"강원도","민간","청간정 콘도 카라반 캠핑장","카라반","해변","운영","봄,여름,가을,겨울","15","전기,무선인터넷,놀이터,운동시설","고성군","0","0","0","0","0"
2882,"전라남도","민간","청계동 솔바람야영장","일반야영장","산,숲","운영","봄,여름,가을,겨울","34","전기,온수,놀이터,운동시설,마트.편의점","곡성군","0","0","34","0","0"
2885,"경상남도","민간","청광새들녘캠핑","일반야영장","산,숲","운영","봄,여름,가을,겨울","40","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","고성군","0","40","0","0","0"
2886,"경기도","민간","청담 관광농원","일반야영장","산,숲","운영","봄,여름,가을,겨울","40","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","포천시","0","0","40","0","0"
289,"전라남도","지자체","곡성 키즈글램핑","일반야영장,글램핑","산,숲","운영","","13","마트.편의점","곡성군","0","0","0","0","0"
2891,"경상북도","민간","청도 지오오토캠핑장","일반야영장","산,계곡,강","운영","봄,여름,가을,겨울","20","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","청도군","0","20","0","0","0"
2892,"경상북도","민간","청도 힐링 오토캠핑장","자동차야영장","산,숲,계곡","운영","봄,여름,가을,겨울","42","전기,무선인터넷,온수,물놀이장,운동시설,마트.편의점","청도군","0","42","0","0","0"
2894,"경상북도","민간","청도감꽃 국민여가캠핑장","일반야영장,카라반","도심","운영","봄,여름,가을,겨울","12","전기,무선인터넷,운동시설","청도군","0","0","8","0","0"
2895,"경상북도","지자체","청도군 자전거공원 캠핑장","일반야영장","산,강","운영","봄,여름,가을,겨울","18","전기,마트.편의점","청도군","0","0","18","0","0"
2896,"경상북도","민간","청도 그린나래 오토캠핑장","일반야영장","산,숲,계곡","운영","봄,여름,가을,겨울","35","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","청도군","0","0","0","35","0"
2899,"경상북도","지자체","청도신화랑 풍류마을 오토캠핑장","일반야영장","","운영","봄,여름,가을,겨울","43","전기,무선인터넷,온수,놀이터,마트.편의점","청도군","43","0","0","0","0"
29,"경상북도","민간","80 SS 오토캠핑장","일반야영장,자동차야영장,글램핑","숲","운영","봄,여름,가을,겨울","31","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","군위군","0","0","24","0","0"
2903,"경상북도","민간","청도프로방스 카라반캠핑카펜션","일반야영장,카라반","도심","운영","봄,여름,가을,겨울","3","전기,무선인터넷,온수","청도군","0","0","0","0","0"
2440,"경기도","지자체","운악레저타운","일반야영장","","운영","","0","전기,온수,물놀이장","포천시","0","0","0","0","0"
2443,"경기도","민간","운악승마캠프","일반야영장","산","운영","","0","","포천시","0","0","0","0","0"
2444,"전라북도","지자체","운일암반일암관광지 야영장","일반야영장","산","운영","봄,여름,가을,겨울","0","운동시설","진안군","0","0","0","0","0"
2445,"전라북도","자연휴양림","운장산 자연휴양림","일반야영장","산,숲,계곡","운영","봄,여름,가을,겨울","20","","진안군","0","0","20","0","0"
245,"경기도","민간","고대산캠핑리조트","카라반,글램핑","숲,계곡","운영","봄,여름,가을,겨울","40","전기,온수,놀이터,운동장,운동시설","연천군","0","0","0","0","0"
2450,"경상북도","지자체","울릉군국민여가캠핑장","일반야영장","","운영","","0","","울릉군","0","0","0","0","0"
2455,"경기도","민간","울성캠핑낚시터","자동차야영장","","운영","","0","전기,온수","평택시","0","0","0","0","0"
2458,"전라북도","민간","웅이네캠핑장","일반야영장,카라반","산,숲,계곡","운영","봄,여름,가을,겨울","65","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점","순창군","0","53","0","0","0"
2459,"전라남도","지자체","웅천친수공원 야영장","일반야영장","해변,도심","운영","봄,여름,가을","70","놀이터","여수시","0","0","45","0","25"
2460,"전라북도","지자체","웅포관광지 캠핑장","일반야영장","","운영","봄,여름,가을,겨울","58","온수,놀이터,산책로,운동장,운동시설","익산시","55","0","3","0","0"
2464,"경상남도","민간","원동자연휴양림","일반야영장","산,숲,계곡","운영","봄,가을,겨울","35","전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장,운동시설","양산시","0","0","23","0","12"
2466,"울산시","민간","아트앤오토캠핑장","일반야영장","산,숲,계곡","운영","봄,여름,가을,겨울","5","전기,무선인터넷,장작판매,온수","울주군","0","0","1","0","0"
247,"강원도","민간","고라데이마을","일반야영장","산,숲","운영","봄,여름,가을,겨울","15","전기,무선인터넷,온수,산책로","횡성군","0","15","0","0","0"
2472,"강원도","민간","원주두리캠핑장","일반야영장","산,계곡","운영","봄,여름,가을,겨울","70","전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,운동시설,마트.편의점","원주시","0","70","0","0","0"
2474,"강원도","민간","원주키즈캠핑장","자동차야영장","산","운영","봄,여름,가을,겨울","50","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","원주시","0","40","10","0","0"
2480,"강원도","민간","월드니스","일반야영장,글램핑","숲,계곡","운영","봄,여름,가을,겨울","52","전기,온수,물놀이장,놀이터,운동시설,마트.편의점","영월군","0","32","0","0","0"
2482,"충청남도","민간","월선캠핑장","일반야영장","산","운영","봄,여름,가을,겨울","0","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로","아산시","0","0","0","0","0"
2483,"전라남도","민간","월성 산아래 글램핑","일반야영장,글램핑","산,숲,계곡","운영","봄,여름,가을,겨울","7","운동시설","장성군","0","0","0","0","0"
2485,"충청북도","민간","월악 한울 오토캠핑장","일반야영장","산,숲,계곡","운영","봄,여름,가을,겨울","20","전기,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점","제천시","0","20","0","0","0"
2487,"충청북도","민간","월악산레트로캠핑N민박","일반야영장","산,계곡","운영","봄,여름,가을","13","전기,장작판매,놀이터,산책로,운동장,운동시설","제천시","0","13","0","0","0"
2488,"충청북도","국립공원","월악산국립공원 닷돈재 자동차야영장","일반야영장","산,숲,계곡","운영","봄,여름,가을,겨울","119","전기,온수","제천시","0","0","0","0","119"
2489,"충청북도","국립공원","월악산국립공원 덕주야영장","자동차야영장","산,숲,계곡","운영","봄,여름,가을","200","전기,놀이터","제천시","0","0","0","0","200"
249,"경기도","민간","고래숲관광농원","자동차야영장","","운영","","0","","안산시","0","0","0","0","0"
2490,"충청북도","국립공원","월악산국립공원 송계자동차 야영장","일반야영장","","운영","","0","전기,무선인터넷,놀이터","제천시","0","0","0","0","0"
2491,"충청북도","국립공원","월악산국립공원 용하야영장","자동차야영장","","운영","","0","운동시설","제천시","0","0","0","0","0"
2492,"충청북도","민간","월악파인오토캠핑장","일반야영장","산,숲,계곡","운영","봄,여름,가을","51","전기,장작판매,온수,트렘폴린,물놀이장,운동시설","제천시","0","51","0","0","0"
2494,"충청북도","민간","월악오토캠핑장","자동차야영장","","운영","","0","전기,무선인터넷,물놀이장,운동시설","제천시","0","0","0","0","0"
2495,"충청북도","민간","월악힐링캠핑장","자동차야영장","산,계곡","운영","봄,여름,가을,겨울","32","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점","제천시","0","0","0","32","0"
2496,"경상남도","민간","월촌캠핑야영장","일반야영장","","운영","봄,여름,가을,겨울","0","","함안군","0","0","0","0","0"
2498,"경상남도","지자체","월포해수욕장야영장","일반야영장","해변","운영","봄,여름,가을,겨울","11","놀이터,운동시설","남해군","0","0","11","0","0"
2499,"충청남도","민간","웨스턴캠프","일반야영장","숲,계곡","운영","봄,여름,가을,겨울","14","전기,장작판매,온수,놀이터,산책로,운동시설","아산시","0","14","0","0","0"
2500,"강원도","민간","웰리힐리파크 오토캠핑장","일반야영장","산,숲","운영","봄,여름,가을,겨울","57","전기,무선인터넷,온수,운동시설","횡성군","0","57","0","0","0"
2503,"경상북도","민간","위정캠핑장","일반야영장","","운영","봄,여름,가을,겨울","28","전기,장작판매,온수,놀이터,운동시설","영덕군","23","0","5","0","0"
2505,"경기도","민간","위크온 글램핑","일반야영장,글램핑","계곡","운영","봄,여름,가을,겨울","20","전기,무선인터넷,장작판매,온수,물놀이장,운동시설","포천시","0","0","20","0","0"
2506,"경기도","민간","위크팜글램핑","일반야영장,글램핑","산,숲,계곡","운영","봄,여름,가을,겨울","7","전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","가평군","0","7","0","0","0"
2519,"경기도","민간","유식물원 관광농원","일반야영장,글램핑","산,숲","운영","봄,여름,가을,겨울","0","전기,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설","포천시","0","0","0","0","0"
2521,"전라남도","자연휴양림","유치 자연휴양림","일반야영장,자동차야영장","산,숲,계곡","운영","봄,여름,가을,겨울","39","전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설","장흥군","0","0","39","0","0"
2522,"충청남도","민간","유토피아 오토캠핑장","자동차야영장","산","운영","봄,여름,가을,겨울","30","전기,장작판매,온수,물놀이장,운동시설","논산시","0","0","0","30","0"
2524,"경기도","민간","율곡 캠핑장","자동차야영장","산,숲","운영","봄,여름,가을,겨울","40","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","파주시","0","40","0","0","0"
2525,"경기도","민간","율곡관광농원 캠핑장","일반야영장","","운영","","0","전기,온수,물놀이장,운동시설","안성시","0","0","0","0","0"
2529,"경기도","민간","융프라우오토캠핑장","일반야영장","숲,계곡","운영","봄,여름,가을","19","전기,무선인터넷,장작판매,물놀이장,산책로,마트.편의점","가평군","0","0","19","0","0"
2533,"경기도","민간","은빛초원 캠핑장","일반야영장","산","운영","봄,여름,가을,겨울","20","전기,무선인터넷,장작판매,온수,물놀이장","화성시","0","20","0","0","0"
2534,"경기도","민간","은사시캠핑장","자동차야영장","산","운영","봄,여름,겨울","20","전기,장작판매,온수,트렘폴린,물놀이장,놀이터","파주시","0","20","0","0","0"
2538,"강원도","민간","엘리시안 강촌 캠핑파크","일반야영장,자동차야영장,글램핑","산,숲","운영","봄,여름,가을","44","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점","춘천시","0","0","0","0","0"
2541,"경상북도","민간","은해사권역 은해로운 휴양마을 캠핑장","일반야영장","산,숲,계곡","운영","봄,여름,가을,겨울","14","전기,온수,트렘폴린,물놀이장,놀이터,산책로,마트.편의점","영천시","0","0","0","0","0"
2543,"충청남도","민간","은행마을","일반야영장","산,숲","운영","봄,여름,가을","20","전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장","보령시","20","0","0","0","0"
2546,"강원도","민간","을수민박야영","자동차야영장","계곡","운영","봄,여름,가을","35","전기,온수","홍천군","0","0","35","0","0"
2549,"경기도","지자체","이동계곡 캠핑장","일반야영장","","운영","","0","운동시설","포천시","0","0","0","0","0"
2554,"충청남도","민간","이안숲속오토캠핑장","일반야영장,카라반","숲","운영","봄,여름,가을,겨울","2","전기,물놀이장,운동시설","공주시","0","0","0","0","0"
2555,"경기도","민간","이우캠핑장","자동차야영장,글램핑","숲,계곡","휴장","봄,여름,가을","19","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","가평군","0","19","13","0","0"
2560,"경기도","민간","이지캠핑장","일반야영장,글램핑","숲","운영","봄,여름,가을,겨울","62","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","가평군","0","0","0","0","0"
2561,"경기도","민간","인디어라운드","자동차야영장,글램핑","도심","운영","봄,여름,가을","80","전기,무선인터넷,장작판매,온수,물놀이장,운동장,운동시설","이천시","0","0","0","0","0"
2562,"충청남도","민간","이태백 야영장","일반야영장","해변","운영","봄,여름,가을,겨울","13","전기,장작판매,온수,놀이터,운동시설","태안군","0","13","0","0","0"
2563,"경기도","지자체","이포보 오토 캠핑장","일반야영장","강","휴장","봄,여름,가을,겨울","75","전기,장작판매,온수,놀이터,운동장,운동시설,마트.편의점","여주시","0","0","0","0","0"
2564,"경기도","지자체","이포보 웰빙 캠핑장","일반야영장","강","휴장","봄,여름,가을,겨울","65","온수,놀이터,마트.편의점","여주시","0","0","0","0","0"
2571,"충청남도","지자체","인삼골오토캠핑장","일반야영장","숲,강","운영","봄,여름,가을,겨울","55","전기,온수,트렘폴린,놀이터,마트.편의점","금산군","0","0","55","0","0"
2573,"강원도","민간","인제 연가리 오토캠핑장","자동차야영장","계곡","운영","봄,여름,가을","29","전기,무선인터넷,장작판매,온수","인제군","0","0","29","0","0"
2578,"강원도","지자체","인제나르샤파크캠핑장","자동차야영장","","휴장","","0","물놀이장","인제군","0","0","0","0","0"
2579,"강원도","민간","인제 아리캠핑장","자동차야영장,카라반","산","운영","봄,여름,가을,겨울","33","전기,무선인터넷,장작판매,온수,운동시설","인제군","0","0","0","30","0"
2581,"강원도","민간","인제캠핑타운","자동차야영장","산,숲","운영","봄,여름,가을,겨울","40","전기,무선인터넷,장작판매,온수,물놀이장,운동시설,마트.편의점","인제군","0","20","20","0","0"
2586,"경기도","민간","일영모자농원캠핑장","일반야영장","계곡","운영","봄,여름,가을,겨울","50","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로","양주시","0","0","0","0","0"
2587,"경기도","민간","일영무두리캠핑장","일반야영장","숲,계곡","운영","봄,여름,가을,겨울","30","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","양주시","0","19","0","0","0"
260,"전라북도","지자체","고산 무궁화 오토캠핑장","일반야영장,카라반","산","운영","봄,여름,가을,겨울","89","전기,온수,놀이터,운동장","완주군","0","0","0","0","0"
2610,"경상북도","지자체","임하호 수상레저타운캠핑장","일반야영장,자동차야영장,카라반,글램핑","강","운영","봄,여름,가을,겨울","67","전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터","안동시","0","0","24","0","0"
2614,"경상북도","민간","잉카마야박물관&캠핑장","일반야영장","숲","운영","봄,여름,가을","23","전기,장작판매,온수,놀이터,산책로","문경시","23","0","0","0","0"
2616,"경기도","지자체","자라섬캠핑장","일반야영장,자동차야영장,카라반","강,호수","운영","봄,여름,가을,겨울","522","전기,온수,물놀이장,놀이터,산책로,운동시설","가평군","0","0","87","0","104"
2619,"강원도","민간","자연과우리펜션자동차야영장","일반야영장","산,계곡","운영","봄,여름,가을","5","전기,온수,놀이터","양양군","2","0","3","0","0"
2620,"경기도","민간","자연밸리 관광농원","일반야영장","","휴장","","0","","포천시","0","0","0","0","0"
2621,"경상남도","민간","자연속캠핑장","일반야영장,자동차야영장,카라반","산,숲,계곡,강","운영","봄,여름,가을,겨울","31","전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","밀양시","0","1","0","0","0"
2622,"전라남도","민간","자연애 품 캠핑장","일반야영장,카라반","산,숲,계곡","운영","봄,여름,가을,겨울","71","전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설","곡성군","0","51","16","0","0"
2623,"전라남도","민간","자연애스토리","일반야영장","","운영","봄,여름,가을,겨울","20","전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점","나주시","0","20","0","0","0"
2624,"충청북도","민간","자연애캠핑장","일반야영장","강","운영","봄,여름,가을,겨울","60","전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","괴산군","0","60","0","0","0"
2625,"강원도","민간","자연이랑캠프","자동차야영장","계곡","운영","봄,여름,가을,겨울","24","전기,무선인터넷,온수,트렘폴린,물놀이장,운동시설","영월군","0","0","10","14","0"
2627,"강원도","지자체","자연펜션캠핑장","일반야영장","강","운영","봄,여름,가을","0","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","영월군","0","0","0","0","0"
2628,"경기도","민간","자우림캠핑장","일반야영장,자동차야영장","숲,계곡","운영","봄,여름,가을","15","전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설","가평군","0","10","5","0","0"
2630,"강원도","지자체","자유인의 카라반","일반야영장","","운영","","0","","춘천시","0","0","0","0","0"
2632,"경기도","민간","자일랜드","일반야영장,글램핑","산,숲,계곡","운영","봄,여름,가을,겨울","55","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","포천시","0","15","15","0","0"
2633,"강원도","민간","자작나무 펜션캠핑장","자동차야영장","산,숲","운영","봄,여름,가을,겨울","38","전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,운동시설","인제군","0","0","6","32","0"
2641,"울산시","지자체","작천정 별빛야영장","일반야영장","","운영","","0","전기,온수,놀이터","울주군","0","0","0","0","0"
2651,"경기도","민간","장남동산농원","일반야영장,글램핑","계곡","운영","여름,가을,겨울","30","전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,마트.편의점","연천군","10","18","2","0","0"
2652,"충청북도","자연휴양림","장령산자연휴양림 야영장","자동차야영장","산,숲","운영","봄,여름,가을,겨울","33","온수,물놀이장,놀이터,산책로","옥천군","0","0","33","0","0"
2659,"전라북도","지자체","누리파크 캠핑장","일반야영장","호수","운영","봄,여름,가을,겨울","19","전기,온수,놀이터","장수군","0","19","0","0","0"
266,"경상남도","지자체","고성 남산공원 오토캠핑장","일반야영장,카라반,글램핑","해변","운영","봄,여름,가을,겨울","41","전기,무선인터넷,장작판매,온수,놀이터,운동시설","고성군","0","0","0","0","0"
2662,"충청남도","민간","장승마을","일반야영장,카라반","숲","운영","봄,여름,가을,겨울","33","전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설","공주시","0","0","0","0","0"
2667,"경상남도","민간","장좌리캠핑장","일반야영장","산,계곡","운영","봄,여름,가을,겨울","28","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","고성군","0","28","0","0","0"
2669,"강원도","민간","소금강 장천마을 캠핑장","자동차야영장","계곡","운영","여름,가을","70","전기","강릉시","0","0","0","0","70"
267,"경상남도","지자체","상족암군립공원 오토캠핑장","일반야영장","","운영","","0","온수,놀이터,운동시설","고성군","0","0","0","0","0"
2670,"대전시","지자체","장태산 자연휴양림","자동차야영장","산,숲","운영","","0","전기,온수,놀이터","서구","0","0","0","0","0"
2671,"강원도","민간","장터추어탕 캠핑장","일반야영장","계곡","운영","봄,여름,가을,겨울","50","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설","원주시","0","50","0","0","0"
2672,"강원도","지자체","장호비치캠핑장","일반야영장,자동차야영장,카라반","해변","운영","봄,여름,가을,겨울","43","전기,무선인터넷,온수,놀이터,운동시설","삼척시","0","8","26","0","0"
268,"경상남도","지자체","주식회사 웰리스","일반야영장","","휴장","","0","전기,온수,물놀이장,산책로,운동시설","고성군","0","0","0","0","0"
2685,"경기도","민간","전원일기마을 오토캠핑장","일반야영장","산,숲","운영","봄,여름,가을,겨울","30","전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","양주시","0","30","0","0","0"
2686,"전라북도","민간","전주 도란도란카라반","일반야영장,자동차야영장","산","운영","봄,여름,가을,겨울","9","","전주시","0","0","0","0","0"
2688,"경기도","지자체","정광산 관광농원","카라반","산","운영","봄,여름,가을,겨울","2","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","용인시","0","0","0","0","0"
269,"경상남도","민간","고성잔디캠핑장","일반야영장","산","운영","봄,여름,가을","45","전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","고성군","0","0","16","29","0"
2692,"강원도","민간","정든 캠핑장","일반야영장","계곡","운영","봄,여름,가을","40","전기,무선인터넷,장작판매,온수,운동시설","영월군","0","40","0","0","0"
2695,"강원도","민간","정선골민박캠핑장","자동차야영장","계곡","운영","봄,여름,가을","5","전기","정선군","0","0","5","0","0"
2696,"강원도","지자체","회동솔향캠핑장","일반야영장","숲,계곡","운영","봄,여름,가을,겨울","52","전기,무선인터넷,온수,운동시설","정선군","0","0","52","0","0"
2697,"강원도","지자체","정선군생태체험학습장야영장","일반야영장","강","운영","봄,여름,가을,겨울","0","전기,무선인터넷,온수,놀이터,산책로","정선군","0","0","0","0","0"
2698,"강원도","민간","정선애 펜션 캠핑장","자동차야영장,글램핑","","운영","봄,여름,가을,겨울","25","전기,무선인터넷,장작판매,온수,물놀이장,운동시설","정선군","0","0","20","0","0"
