"RATE_IDX","RATING","CONTENT_ID","NO_DATA"
299,2,100319,1
300,2.7,2394,1
301,1.8,267,1
302,1.3,441,1
303,4.7,3278,1
304,3.7,100021,1
305,4.1,8010,1
306,4.9,1143,1
307,2.5,3508,1
308,4.4,101296,1
309,3.3,2974,1
310,3.4,100793,1
311,4.5,2015,1
312,3.3,2257,1
313,2.7,100100,1
314,2.3,141,1
315,3.4,3569,1
316,4.3,1264,1
317,1.3,7142,1
318,2.6,7669,1
319,3.5,100114,1
320,2.2,598,1
321,2.5,7338,1
322,2.3,100788,1
323,4.6,7211,1
324,2.3,100236,1
325,3.6,100449,1
326,4.8,1488,1
327,3.2,8030,1
328,2.2,100491,1
329,2.4,2669,1
330,4.3,3429,1
331,3.9,7952,1
332,2.7,100669,1
333,3.4,1786,1
334,3.2,3417,1
335,4.2,100074,1
336,3.2,100547,1
337,2.9,7539,1
338,2,100341,1
339,1.1,6974,1
340,2.6,90,1
341,4,100630,1
342,1.1,8053,1
343,4.4,1888,1
344,4.4,8152,1
345,1.6,2876,1
346,3.3,1318,1
347,4.5,11,1
348,2.8,1283,1
349,3.9,7109,1
350,3.1,100956,1
351,1.6,101068,1
352,1.2,8193,1
353,3.1,6740,1
354,4.5,8119,1
355,4.2,7085,1
356,1.9,100922,1
357,2.6,101099,1
358,4.7,100531,1
359,4.2,2078,1
360,4.7,1250,1
361,2.5,1898,1
362,1.9,8040,1
363,2.4,6817,1
364,2.9,1202,1
724,2.4,7039,1
725,4.6,2852,1
726,4.9,2733,1
727,2.9,100216,1
728,4.4,398,1
729,1.3,540,1
730,3.7,6806,1
731,2.5,755,1
732,4.5,7959,1
733,2.1,7173,1
734,4.8,100822,1
735,4.9,2825,1
736,3.5,101178,1
737,1.8,7192,1
738,2,146,1
739,3.6,101097,1
740,2.9,7387,1
741,3.5,7686,1
742,3.8,7411,1
743,2.6,839,1
744,1.1,3005,1
745,2.2,7682,1
746,2.7,7761,1
747,1.4,1362,1
748,3.2,100379,1
749,1.7,100809,1
750,4,8028,1
751,2.2,69,1
752,4.9,3481,1
753,3,101117,1
754,3.9,100711,1
755,4.7,1517,1
756,4.6,7576,1
757,1.4,8108,1
758,1.9,7975,1
759,5,2119,1
760,4.5,8156,1
761,3.6,100996,1
762,4.7,100565,1
763,4.6,1483,1
764,4.2,986,1
765,1.5,100801,1
766,3.3,100362,1
767,3.3,391,1
768,1.7,1803,1
769,3.1,7091,1
770,3,101171,1
771,2.3,1324,1
772,2.7,101358,1
773,1.8,100073,1
774,3.7,245,1
775,1,100774,1
776,2.5,100659,1
777,4,3426,1
778,3.4,8094,1
779,1.5,100153,1
780,4.2,175,1
781,1.7,8017,1
782,3,6788,1
783,3.7,100753,1
784,3.8,7586,1
785,2.9,7788,1
786,2,1892,1
787,2.2,7520,1
788,3.8,100536,1
789,2.8,7193,1
790,1.8,101254,1
791,4,2987,1
792,4,959,1
793,3.7,100428,1
794,3.5,7575,1
795,1.5,100053,1
796,2.1,100771,1
797,2.8,7486,1
798,2.1,8144,1
799,1.9,7540,1
800,4,7862,1
801,1.5,6944,1
802,4.9,7493,1
803,2,706,1
804,1.6,2571,1
805,3,7538,1
806,1.9,7502,1
807,4.4,7105,1
808,2.7,7871,1
809,2.4,100827,1
810,2.8,101148,1
811,1.3,897,1
812,2.6,6954,1
813,2.3,8070,1
814,4.7,1258,1
815,1.8,37,1
816,4.3,100434,1
817,2.8,100372,1
818,4.2,100164,1
819,4.6,100628,1
820,2.3,100148,1
821,1.9,100259,1
822,2.2,100402,1
823,3.7,101060,1
824,2.2,7976,1
825,2.4,100069,1
826,3.1,2931,1
827,3.4,6797,1
828,3.1,100314,1
829,3.3,100041,1
830,2.6,2326,1
831,2.7,635,1
832,2.3,1336,1
833,3.7,2076,1
834,1.8,8136,1
835,3,100938,1
836,4.8,100715,1
837,2.7,8209,1
838,1.8,101066,1
839,4.1,8029,1
840,4,8167,1
841,1,7078,1
842,1.8,2968,1
843,2.1,7961,1
844,1.6,2543,1
845,2.7,575,1
846,3.6,7035,1
847,3.8,7707,1
848,2.2,100443,1
849,2.3,8007,1
850,4,100594,1
851,4.6,7954,1
852,1.5,100279,1
853,1.4,692,1
854,3.9,1284,1
855,4.3,2833,1
856,2.1,1575,1
857,4.6,3071,1
858,4.5,2134,1
859,3.2,8216,1
860,1.4,6721,1
861,4.9,3545,1
862,3.5,673,1
863,4.6,1293,1
864,2.9,101294,1
865,3.7,8189,1
866,3.4,7427,1
867,4.9,2992,1
868,1,2813,1
869,3.2,125,1
870,3,100020,1
871,4.9,327,1
872,3.8,7927,1
873,1.3,3556,1
874,3.4,7634,1
875,3.6,2264,1
876,3.3,100150,1
877,2.5,1208,1
878,1.8,7681,1
879,3.9,8116,1
880,3.5,2815,1
881,2.1,789,1
882,1.8,100912,1
883,2.8,7441,1
884,2.8,2872,1
885,1.5,100489,1
886,1.9,100697,1
887,3.8,837,1
888,1.9,7383,1
889,1.7,100967,1
890,1.5,6733,1
891,2,101042,1
892,3.9,101246,1
893,1.7,626,1
894,1.4,7647,1
895,2.3,8065,1
896,1.1,7497,1
897,1.9,100210,1
898,1.8,100763,1
899,4.8,101065,1
900,4.2,101332,1
901,2.1,801,1
902,3,1299,1
903,2.8,101125,1
904,2,101106,1
905,1.9,100410,1
906,3.4,3391,1
907,3.2,100185,1
908,1.7,2010,1
909,4,7365,1
910,1.6,3198,1
911,2,100953,1
912,4.6,100466,1
913,2.5,7724,1
914,3.6,7532,1
915,4.2,7375,1
916,2.8,101342,1
917,1.2,7458,1
918,4,7604,1
919,2.8,7206,1
920,2.7,1155,1
921,2,3186,1
922,1.7,100061,1
923,1.2,7896,1
924,2.7,8034,1
925,1.3,850,1
926,3.2,1999,1
927,1.7,3036,1
928,3.1,100136,1
929,1.3,100132,1
930,2.7,1016,1
931,1.8,7890,1
932,2.8,101164,1
933,3.2,3634,1
934,2.2,100130,1
935,1.5,640,1
936,3.8,1133,1
937,2.7,3459,1
938,3.9,101088,1
939,1.6,2990,1
940,2.4,100455,1
941,2.6,100640,1
942,4.5,7213,1
943,1.3,100001,1
944,3.7,3059,1
945,4.8,100721,1
946,3.4,100289,1
947,4.3,8046,1
948,3.6,2365,1
949,3.8,100843,1
950,1.9,526,1
951,1.1,101243,1
952,3.6,798,1
953,1.8,101085,1
954,2.5,101136,1
955,3.6,362,1
956,1.1,100984,1
957,1.9,100353,1
958,1.2,3541,1
959,5,1538,1
960,4.6,3014,1
961,4,101096,1
962,2.2,100375,1
963,4.9,7869,1
964,2.4,3444,1
965,2.5,3047,1
966,3.9,100767,1
967,1.2,3293,1
968,2,7588,1
969,1.4,697,1
970,4.6,7147,1
971,4.7,424,1
972,3.3,963,1
973,1.6,3141,1
974,4.9,2549,1
975,2.4,2877,1
976,3.2,6829,1
977,4.4,8027,1
978,3.4,7948,1
979,1.3,1282,1
980,3.2,320,1
981,4.3,715,1
982,1.7,100064,1
983,3.9,8085,1
984,3.9,2443,1
985,3,7719,1
986,3.2,101356,1
987,3,100537,1
988,3.7,316,1
989,2.2,8206,1
990,2,2899,1
991,2.2,3423,1
992,4.5,722,1
993,2.7,100636,1
994,2.5,1843,1
995,4.9,100124,1
996,1.1,100557,1
997,4.7,1853,1
998,4.3,100650,1
999,2.2,2495,1
1000,1.8,7440,1
1001,4.9,100511,1
1002,3.7,101391,1
1003,2.8,100333,1
1004,4,785,1
1005,2.2,100818,1
1006,4.9,100494,1
1007,4.5,3354,1
1008,4,1548,1
1009,3.2,100509,1
1010,1.7,728,1
1011,1.7,101334,1
1012,2.3,8026,1
1013,4.6,1475,1
1014,2.8,7490,1
1015,2.5,7690,1
1016,3,1431,1
1017,3.8,100441,1
1018,1.6,7217,1
1019,2.2,7053,1
1020,3.2,100723,1
1021,1.4,2697,1
1022,1.7,3432,1
1023,4,1982,1
1024,1.2,100206,1
1025,4.7,1957,1
1026,2.9,100265,1
1027,4.9,100741,1
1028,4.7,100609,1
1029,3.4,3497,1
1030,4.7,2459,1
1031,4.3,2228,1
1032,2,100541,1
1033,2.9,1035,1
1034,2.5,6728,1
1035,4.8,7846,1
1036,3.5,360,1
1037,4.8,100147,1
1038,3.4,7287,1
1039,3.2,8201,1
1040,2.2,222,1
1041,4.5,101379,1
1042,1.7,3163,1
1043,2.5,1736,1
1044,1.9,7548,1
1045,3.1,100156,1
1046,4.2,1205,1
1047,2,1633,1
1048,1.2,3578,1
1049,4.6,1425,1
1050,4.5,100405,1
1051,1.1,100982,1
1052,2.9,2854,1
1053,3,240,1
1054,3.3,3050,1
1055,2.7,269,1
1056,4.8,100743,1
1057,2.1,1254,1
1058,4.4,7322,1
1059,3.2,7257,1
1060,3.4,100390,1
1061,3.3,866,1
1062,2.8,100281,1
1063,1,2529,1
1064,3.6,100125,1
1065,2.7,2314,1
1066,4,6803,1
1067,3.5,7934,1
1068,4.5,3054,1
1069,4.7,705,1
1070,4.6,2013,1
1071,3.1,7984,1
1072,3,384,1
1073,3.2,855,1
1074,2.5,936,1
1075,3.2,101236,1
1076,1.5,100473,1
1077,2.4,100904,1
1078,4.7,7974,1
1079,3.4,100571,1
1080,1.3,2282,1
1081,3,1945,1
1082,5,101228,1
1083,4.9,2480,1
1084,2.3,7999,1
1085,4.9,632,1
1086,1.5,100835,1
1087,2.6,2732,1
1088,4.4,6814,1
1089,4.3,101345,1
1090,4,3150,1
1091,4,51,1
1092,3.8,100463,1
1093,3.1,101383,1
1094,3.9,2619,1
1095,4.3,8069,1
1096,4.2,100754,1
1097,4,315,1
1098,3.1,1678,1
1099,1.3,7220,1
1100,2.2,2685,1
1101,1.1,7554,1
1102,4.9,100474,1
1103,1.8,7074,1
1104,1.2,2034,1
1105,1.9,7185,1
1106,4.9,7734,1
1107,1.5,7466,1
1108,4.1,8098,1
1109,1.7,100186,1
1110,3.8,100574,1
1111,3.9,7431,1
1112,2.8,101402,1
1113,3.4,2895,1
1114,2.6,101058,1
1115,4.3,456,1
1116,1.8,100302,1
1117,1.2,100235,1
1118,2.7,915,1
1119,2.1,7901,1
1120,3.4,426,1
1121,2.3,349,1
1122,2.4,904,1
1123,1.2,100408,1
1124,2.4,2985,1
1125,4.4,1455,1
1126,1.2,928,1
1127,2.5,2709,1
1128,2.1,100105,1
1129,3.9,2031,1
1130,2.6,100464,1
1131,2.8,8012,1
1132,4.2,2097,1
1133,3.2,100572,1
1134,1.1,1563,1
1135,4.9,3056,1
1136,3.5,1141,1
1137,1.3,7465,1
1138,1.5,3139,1
1139,2.5,101331,1
1140,2.3,7953,1
1141,1.6,7737,1
1142,4.2,1917,1
1143,4.7,100707,1
1144,3.5,3202,1
1145,3,8141,1
1146,2.5,1515,1
1147,3,100348,1
1148,3.4,2522,1
1149,2,100337,1
1150,1.2,2171,1
1151,1.2,100320,1
1152,4.8,8104,1
1153,2.4,7850,1
1154,4.3,100213,1
1155,1,3209,1
1156,1.8,7958,1
1157,1.5,100977,1
1158,1.7,1511,1
1159,2.7,543,1
1160,2.7,100586,1
1161,1.3,1707,1
1162,3.3,2729,1
1163,4.9,1178,1
1164,3.8,101160,1
1165,4.8,100736,1
1166,1.3,7740,1
1167,1,2239,1
1168,3.2,3484,1
1169,4,3482,1
1170,2.9,7543,1
1171,4.9,100823,1
1172,2.6,356,1
1173,3.9,86,1
1174,3.2,8198,1
1175,2.6,3166,1
1176,4,7559,1
1177,1.2,100483,1
1178,3,100844,1
1179,3.6,100703,1
1180,1.8,7320,1
1181,1.5,100931,1
1182,4.4,7095,1
1183,4.3,6959,1
1184,4.2,100338,1
1185,4.6,100521,1
1186,3.1,2037,1
1187,2.2,7727,1
1188,1.2,100864,1
1189,3,8035,1
1190,3,100215,1
1191,3.1,1586,1
1192,4.9,1070,1
1193,4.2,7288,1
1194,4.5,2440,1
1195,3.3,101170,1
1196,1.7,101157,1
1197,4.2,100750,1
1198,4.2,7875,1
1199,3,1903,1
1200,4.7,100086,1
1201,4.1,7296,1
1202,1.4,8170,1
1203,2.1,3067,1
1204,1.1,100714,1
1205,3.7,100691,1
1206,3.7,6990,1
1207,1.4,100627,1
1208,3.8,1200,1
1209,1.6,691,1
1210,1.4,918,1
1211,3.6,100762,1
1212,3.1,8072,1
1213,4.6,100624,1
1214,1.9,7101,1
1215,3.6,100806,1
1216,4.8,7568,1
1217,2.7,7905,1
1218,1.2,584,1
1219,1.6,2331,1
1220,3.2,7047,1
1221,2,3357,1
1222,3.2,101112,1
1223,1.8,6988,1
1224,3.1,7908,1
1225,3.7,7962,1
1226,4,100550,1
1227,1.4,8212,1
1228,1,100556,1
1229,2.1,100273,1
1230,2.7,7785,1
1231,3.1,1875,1
1232,3.7,8214,1
1233,3.1,2079,1
1234,2.8,1547,1
1235,1.2,1435,1
1236,2.4,101318,1
1237,1.3,1369,1
1238,3.3,6825,1
1239,2.4,3330,1
1240,4.5,1134,1
1241,4.7,101248,1
1242,3.3,100914,1
1243,2.3,7361,1
1244,2.5,7868,1
1245,1.4,913,1
1246,3.9,100510,1
1247,2.4,1140,1
1248,3.8,7076,1
1249,1.7,131,1
1250,2.8,2695,1
1251,1.7,101054,1
1252,2.1,100315,1
1253,2.5,7347,1
1254,4.4,100874,1
1255,4.9,1986,1
1256,2.8,100589,1
1257,2.3,2751,1
1258,2.4,7059,1
1259,2.2,92,1
1260,4.2,100490,1
1261,2.1,2081,1
1262,3.5,7852,1
1263,2.4,8211,1
1264,2.2,2652,1
1265,3.3,100712,1
1266,4.3,1818,1
1267,3.3,61,1
1268,4.5,7617,1
1269,1.1,7625,1
1270,2.4,100399,1
1271,2.7,101239,1
1272,1.3,2812,1
1273,1.9,101366,1
1274,4.8,7708,1
1275,1.9,266,1
1276,1.6,8067,1
1277,2.3,7887,1
1278,1.9,663,1
1279,2.2,6768,1
1280,3.9,1057,1
1281,4.4,100157,1
1282,4,1742,1
1283,2.5,100658,1
1284,3.8,1554,1
1285,1.9,8204,1
1286,4.7,101092,1
1287,4.8,100756,1
1288,4.9,2905,1
1289,1.4,2956,1
1290,1.6,1215,1
1291,4.3,1313,1
1292,4.5,7977,1
1293,4.3,704,1
1294,1.5,101155,1
1295,4.5,385,1
1296,3.1,100861,1
1297,3.1,6808,1
1298,2.2,101051,1
1299,3,100414,1
1300,4.5,6953,1
1301,4.9,101326,1
1302,4.1,6771,1
1303,2.6,101135,1
1304,4.8,100482,1
1305,1.2,2506,1
1306,4.4,7125,1
1307,3.8,1735,1
1308,2.5,6786,1
1309,2.4,100257,1
1310,4.2,3114,1
1311,2.9,2701,1
1312,2.7,100170,1
1313,1.9,6742,1
1314,2,100344,1
1315,2.3,7066,1
1316,4,101395,1
1317,2.1,8161,1
1318,2,7841,1
1319,4,8200,1
1320,4.4,7405,1
1321,3.3,6977,1
1322,3.2,100647,1
1323,1.3,731,1
1324,3.4,777,1
1325,4.4,420,1
1326,4.8,100085,1
1327,1.7,392,1
1328,3.1,100819,1
1329,4.3,100133,1
1330,3.7,7304,1
1331,3.8,7157,1
1332,2,7500,1
1333,3.6,2103,1
1334,1,7092,1
1335,4.5,698,1
1336,3.6,8149,1
1337,3.7,100832,1
1338,2.7,7671,1
1339,2.8,7352,1
1340,4.5,2762,1
1341,3.9,6732,1
1342,2.2,100026,1
1343,3.2,7233,1
1344,1.4,681,1
1345,5,1280,1
1346,2.6,3206,1
1347,3.3,100966,1
1348,4.2,7940,1
1349,4.8,2164,1
1350,3.8,100047,1
1351,2.4,2579,1
1352,1.3,7913,1
1353,1.3,100653,1
1354,3.2,1693,1
1355,1.4,7809,1
1356,1.8,8004,1
1357,1.9,176,1
1358,1.2,1245,1
1359,3.9,100280,1
1360,1.2,7717,1
1361,4.6,782,1
1362,1.6,1825,1
1363,3,507,1
1364,4.9,7839,1
1365,4.7,7355,1
1366,3.8,971,1
1367,5,7849,1
1368,4.7,3049,1
1369,1.3,100817,1
1370,3.3,7115,1
1371,3.1,449,1
1372,2.3,7560,1
1373,1.8,7763,1
1374,3.2,100173,1
1375,2.1,7797,1
1376,2,7998,1
1377,3.5,7967,1
1378,1.9,7988,1
1379,3.7,2301,1
1380,1.1,6724,1
1381,4.6,1491,1
1382,2.8,100576,1
1383,3.2,100350,1
1384,4.9,7640,1
1385,2.9,3288,1
1386,3.1,8173,1
1387,4.9,100881,1
1388,2.3,100857,1
1389,2.1,7830,1
1390,3.1,2621,1
1391,3.8,7783,1
1392,2.3,7235,1
1393,1.9,492,1
1394,3.9,7351,1
1395,4.9,1846,1
1396,2.3,100040,1
1397,2.7,7461,1
1398,1.8,8125,1
1399,4.6,2991,1
1400,3.4,2955,1
1401,3.4,100693,1
1402,4.8,8213,1
1403,1.1,101121,1
1404,2.5,101299,1
1405,2.9,7034,1
1406,3.1,1413,1
1407,3.2,100367,1
1408,1.6,7359,1
1409,3.2,1116,1
1410,2.3,2230,1
1411,1.8,2616,1
1412,2.5,100548,1
1413,3.4,100749,1
1414,2.2,859,1
1415,3.9,7535,1
1416,3.3,8045,1
1417,2.1,475,1
1418,2.1,7117,1
1419,1.9,3441,1
1420,2.5,7408,1
1421,2.4,100324,1
1422,1.5,7245,1
1423,3.1,8042,1
1424,3.4,101015,1
1425,2,1961,1
1426,3.2,528,1
1427,4.6,7382,1
1428,4.5,8172,1
1429,2.4,7182,1
1430,3.2,7219,1
1431,2.7,6790,1
1432,1.3,100648,1
1433,2.5,2934,1
1434,2.8,100446,1
1435,4.1,604,1
1436,3.6,101303,1
1437,1.9,100642,1
1438,4,477,1
1439,3.4,1802,1
1440,3.5,289,1
1441,2.2,7533,1
1442,2.9,101147,1
1443,1.7,7917,1
1444,4.3,2482,1
1445,4.9,7132,1
1446,3.4,100916,1
1447,3.6,100090,1
1448,2,7181,1
1449,1.1,7963,1
1450,3.6,7268,1
1451,4.8,3519,1
1452,3.6,7363,1
1453,1.8,100816,1
1454,1.1,1011,1
1455,1.3,100849,1
1456,1.6,101145,1
1457,3.5,100457,1
1458,3.6,3085,1
1459,1.3,1234,1
1460,2.8,6761,1
1461,1.9,7827,1
1462,2.5,100217,1
1463,3.5,39,1
1464,1,3175,1
1465,3.7,101138,1
1466,4,8087,1
1467,2.6,7525,1
1468,3.3,100381,1
1469,2.6,6748,1
1470,2.7,7237,1
1471,4.2,100978,1
1472,1.2,7587,1
1473,2.9,7909,1
1474,1.2,101159,1
1475,4.4,2262,1
1476,4.4,4,1
1477,1.4,100902,1
1478,3.8,100665,1
1479,1.3,7087,1
1480,2.4,331,1
1481,4,2498,1
1482,2.9,588,1
1483,3.6,1513,1
1484,1.6,100087,1
1485,2.8,101237,1
1486,3.8,7693,1
1487,3.2,702,1
1488,1.9,7995,1
1489,1.6,3333,1
1490,4.1,101162,1
1491,4.4,100077,1
1492,4.8,7040,1
1493,4.1,6731,1
1494,3,1668,1
1495,1.8,1937,1
1496,1.8,7561,1
1497,2,100035,1
1498,2.5,7276,1
1499,2,100684,1
1500,3.5,101048,1
1501,1.2,7664,1
1502,3.7,101137,1
1503,3.3,101377,1
1504,3.6,100939,1
1505,1.6,3544,1
1506,3.4,1266,1
1507,2.9,100794,1
1508,2.5,8111,1
1509,4,1197,1
1510,2.1,7050,1
1511,4.6,100291,1
1512,4.3,1042,1
1513,4.2,3021,1
1514,2.7,100629,1
1515,3.9,7370,1
1516,4.2,7957,1
1517,1.2,8133,1
1518,4.5,100239,1
1519,4.1,100057,1
1520,4.4,2121,1
1521,1.3,7822,1
1522,4.2,1788,1
1523,3,1330,1
1524,3.1,1761,1
1525,2.7,3072,1
1526,3.6,2774,1
1527,3,100451,1
1528,4.4,7811,1
1529,4.5,8099,1
1530,1.1,1648,1
1531,4.2,2500,1
1532,4.7,100038,1
1533,1.7,7780,1
1534,3.1,101076,1
1535,1.6,3589,1
1536,2.9,483,1
1537,4.7,100634,1
1538,4.8,7196,1
1539,4.6,7879,1
1540,1.9,7844,1
1541,3.8,7005,1
1542,3.8,3004,1
1543,2.4,1638,1
1544,4.9,565,1
1545,3,100478,1
1546,3,6985,1
1547,4.4,101009,1
1548,3.6,2028,1
1549,3.5,7786,1
1550,5,3512,1
1551,1.2,3628,1
1552,4.4,2052,1
1553,4.8,7855,1
1554,1.8,1698,1
1555,3,101040,1
1556,4.8,12,1
1557,1.5,100702,1
1558,2.8,2563,1
1559,3.6,3416,1
1560,2.1,7218,1
1561,3.9,7860,1
1562,2.4,100278,1
1563,2,2874,1
1564,2.5,7226,1
1565,1.6,601,1
1566,1.8,1468,1
1567,4.6,3126,1
1568,3.9,101321,1
1569,3,3610,1
1570,1.5,3351,1
1571,1,101006,1
1572,1,7167,1
1573,2.4,817,1
1574,2.1,7373,1
1575,2.9,1453,1
1576,1.7,100677,1
1577,2.8,100140,1
1578,4.6,100668,1
1579,1.4,101306,1
1580,4.4,2622,1
1581,2.5,100306,1
1582,2.9,8059,1
1583,3.6,100926,1
1584,3.1,3002,1
1585,1.1,100682,1
1586,4,100501,1
1587,3.6,100255,1
1588,3.9,1581,1
1589,1.2,7198,1
1590,2.7,822,1
1591,3.6,100260,1
1592,4.4,101247,1
1593,1.6,100435,1
1594,1.6,1833,1
1595,3.6,7736,1
1596,4,7716,1
1597,4.7,101179,1
1598,3.1,8134,1
1599,4.8,1710,1
1600,4.3,525,1
1601,1,7404,1
1602,1.4,8183,1
1603,1.1,8188,1
1604,2.9,101028,1
1605,1.3,1432,1
1606,2.5,101226,1
